DOCTNMBR,REPTTYPE,CRSHDATE,NTFYHOUR,CNTYNAME,MUNINAME,MUNITYPE,LOCTYPE,ONHWY,ONHWYSYS,ONHWYDIR,ONHWYTYP,ONSTR,ATHWY,ATHWYSYS,ATHWYDIR,ATHWYTYP,ATSTR,INTDIR,INTDIS,LATDECDG,LONDECDG,CRSHTYPE,RLTNRDWY,MNRCOLL,HWYCLASS,INJSVR,TOTVEH,TOTMOT,TOTNMT,TOTINJ,TOTFATL,ALCFLAG,BIKEFLAG,BUSFLAG,CONSZONE,CMVFLAG,CYCLFLAG,DISTFLAG,DRUGFLAG,INJTRNS,MOPFLAG,PEDFLAG,SFTYFLAG,SPEEDFLAG,TEENDRVR,RDWY_LINK_ID,RDWY_LINK_OSET,LINK_HIST_FLAG
1KL097RB1D,DT4000,9/22/2019,22,DANE,MIDDLETON,C,N,,,,,SOUTH AVE,,,,,PARK SHORES CT,W,0.0581,43.093307,-89.50728671,MVIT,ON,SSS,U CITY,O,2,1,0,0,0,Y,,,,,,Y,,,,,,,,4820733,686,
1KL097RB1F,DT4000,9/24/2019,8,DANE,MIDDLETON,C,N,,,,,ELMWOOD AVE,,,,,BRISTOL ST,W,0.0148,43.09604136,-89.50694855,MVIT,O ROW,SSS,U CITY,O,2,1,0,0,0,,,,,,,Y,,,,,,,Y,4841877,475,
02L10171C5,DT4000,9/24/2019,10,DANE,CROSS PLAINS,T,N,J,CTH,SB,,,,,,,VALLEY SPRING RD,E,0.2377,43.04837618,-89.64232022,OTH FX,O ROW,NO,R CTH,B,1,1,0,1,0,,,,,,,,,Y,,,,,,4824879,2795,
1KL08HJN1J,DT4000,9/24/2019,17,DANE,MIDDLETON,C,N,12,USH,WB,R,,,,,,PARMENTER ST,S,0.0034,43.12527392,-89.51366194,MVIT,ON,SSS,U STH,O,2,2,0,0,0,,,,,,,,,,,,,,,5321249,456,
1KL091L4GW,DT4000,9/24/2019,17,DANE,MIDDLETON,C,N,M,CTH,EB,,,,,,,OLD CREEK RD,W,0.0148,43.10512152,-89.49570301,BIKE,ON,NO,U CITY,C,1,2,1,1,0,,Y,,,,,,,,,,,,,4819929,898,
1KL08HJN1K,DT4000,9/25/2019,18,DANE,MIDDLETON,C,I,MS,CTH,EB,,,,,,,MIDDLETON ST,W,0.0064,43.09692981,-89.5084513,MVIT,ON,SSS,U CITY,C,3,5,0,2,0,,,,,,,,,,,,,,Y,4841808,898,
02L0Z1L4V2,DT4000,9/26/2019,9,DANE,MIDDLETON,T,I,14,USH,EB,,,,,,,PINEHURST DR,,0,43.09615891,-89.54020478,MVIT,ON,FTS,R STH,C,2,2,0,1,0,,,,,,,,,,,,,,,5314206,13,
1KL092T5L3,DT4000,9/26/2019,13,DANE,MIDDLETON,C,I,,,,,DEMING WAY,14,USH,WB,,,S,0.0339,43.09626932,-89.52355668,MVIT,ON,FTR,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,Y,5063870,524,
1KL08HJN1L,DT4000,9/29/2019,11,DANE,MIDDLETON,C,I,,,,,PARMENTER ST,MS,CTH,WB,,,S,0.0049,43.09677864,-89.51153156,MVIT,ON,FTS,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,4820494,264,
02L0XWW1FC,DT4000,9/29/2019,23,DANE,MIDDLETON,T,N,,,,,SUMMIT RIDGE RD,,,,,SHOOTING STAR AVE,W,0.0116,43.103666,-89.56479036,DITCH,LTSH,NO,R TOWN,O,1,1,0,0,0,,,,,,,,,,,,,,,5099319,913,
02L0Z6J9D0,DT4000,9/30/2019,7,DANE,CROSS PLAINS,T,N,14,USH,WB,,,,,,,CLEVELAND RD,W,0.0186,43.09405817,-89.60574278,DITCH,R SIDE,NO,R STH,O,1,2,0,0,0,,,,,,,,,,,,,Y,Y,5314163,1633,
1KL07TS29M,DT4000,9/30/2019,7,DANE,MIDDLETON,C,I,M,CTH,WB,,,,,,,HIGHLAND WAY,,0,43.10796437,-89.47976951,MVIT,ON,FTR,U CITY,C,3,3,0,2,0,,,,,,,Y,,,,,,,Y,4851138,1162,
1KL092T5L5,DT4000,9/30/2019,10,DANE,MIDDLETON,C,PL,,,,,PARMENTER ST,,,,,GRABER RD,S,0.1801,43.11491112,-89.51133953,MVIT,O ROW,FTS,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,5139948,2158,
1KL08HJN1M,DT4000,9/30/2019,14,DANE,MIDDLETON,C,PL,,,,,GREENWAY BLVD,,,,,JOHN Q HAMMONS DR,W,0.0508,43.0901194,-89.52566222,MVIT,ON,RTS,U CITY,O,2,2,0,0,0,,,,,,,Y,,,,,,,,4842408,634,
1KL07TS29N,DT4000,10/1/2019,17,DANE,MIDDLETON,C,I,MS,CTH,EB,,,,,,,BRANCH ST,,0,43.09650699,-89.49567563,MVIT,ON,FTR,U CITY,O,2,2,0,0,0,UNKN,,,,,,,UNKN,,,,,,,4820481,211,
1KL08HJN1N,DT4000,10/1/2019,17,DANE,MIDDLETON,C,N,M,CTH,EB,,,,,,,FRANK LLOYD WRIGHT AVE,N,0.0627,43.10705709,-89.49914218,MVIT,ON,FTF,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,4819837,1320,
1KL092T5L7,DT4000,10/2/2019,8,DANE,MIDDLETON,C,PL,,,,,LISA LN,,,,,PARMENTER ST,W,0.1013,43.10899131,-89.51204198,MVIT,O ROW,SSO,U CITY,O,2,3,0,0,0,,,,,,,Y,,,,,,,,4819645,950,
1KL091L4GX,DT4000,10/2/2019,12,DANE,MIDDLETON,C,I,,,,,FRANK LLOYD WRIGHT AVE,,,,,PHEASANT BRANCH RD,,0,43.10696634,-89.49749483,MVIT,ON,FTS,U CITY,O,2,2,0,0,0,,,,,,,Y,,,,,,,,5016011,264,
1KL092T5L8,DT4000,10/3/2019,14,DANE,MIDDLETON,C,I,14,USH,WB,,,12,USH,WB,,,E,0.022,43.09684908,-89.51596637,MVIT,ON,FTR,U STH,O,2,2,0,0,0,,,,,,,,,,,,,,Y,5515605,735,
1KL097RB1J,DT4000,10/4/2019,17,DANE,MIDDLETON,C,N,,,,,DONNA DR,,,,,PARMENTER ST,W,0.0085,43.10590802,-89.51087332,MVIT,ON,SSS,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,5064072,951,
1KL091L4GZ,DT4000,10/5/2019,10,DANE,MIDDLETON,C,N,Q,CTH,NB,,,,,,,HARBOR CIR,S,0.04,43.09292983,-89.4856233,MVIT,ON,FTR,U CITY,O,2,2,0,0,0,,,,,,,Y,,,,,,,Y,4821060,1118,
1KL07TS29Q,DT4000,10/7/2019,18,DANE,MIDDLETON,C,I,M,CTH,WB,,,,,,,NORTHBROOK DR,,0,43.11120754,-89.50674744,MVIT,ON,FTR,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,Y,4819519,792,
02L0Z1L4V7,DT4000,10/8/2019,6,DANE,CROSS PLAINS,T,I,P,CTH,NB,,,J,CTH,EB,,,,0,43.04604789,-89.65476759,MVIT,ON,FTS,R CTH,O,2,2,0,0,0,,,,,,,,,,,,,,,4846293,0,
1KL08HJN1P,DT4000,10/8/2019,8,DANE,MIDDLETON,C,N,14,USH,WB,,,12,USH,WB,,,W,0.0201,43.09680659,-89.51710667,MVIT,ON,FTR,U STH,O,2,2,0,0,0,,,,,,,,,,,,,,,5515605,735,
1KL08HJN1Q,DT4000,10/8/2019,10,DANE,MIDDLETON,C,I,,,,,FRANK LLOYD WRIGHT AVE,,,,,DONNA DR,E,0.0136,43.10655283,-89.49807173,MVIT,ON,FTR,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,5016905,264,
1KL091L4H2,DT4000,10/9/2019,8,DANE,MIDDLETON,C,N,,,,,MARKET ST,,,,,ASPEN COMMONS,,0,43.09294026,-89.52993919,MVIT,ON,FTS,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,4851168,581,
02L0Z2T5P3,DT4000,10/9/2019,16,DANE,MIDDLETON,T,N,14,USH,WB,,,,,,,PINEHURST DR,W,0.0754,43.09613261,-89.5417271,MVIT,ON,FTR,R STH,C,2,3,0,2,0,,,,,,,,,,,,,,,5314206,423,
1KL092T5LB,DT4000,10/10/2019,12,DANE,MIDDLETON,C,N,,,,,BRANCH ST,,,,,PHEASANT LN,N,0.0453,43.10336077,-89.49284085,MVIT,ON,FTF,U CITY,O,2,2,0,0,0,,,,,Y,,,,,,,,,Y,4820050,528,
1KL092T5LC,DT4000,10/11/2019,18,DANE,MIDDLETON,C,PL,,,,,DEMING WAY,,,,,MARKET ST,S,0.0926,43.0917678,-89.52709493,MVIT,ON,FTR,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,Y,5451777,528,
1KL09B7D6T,DT4000,10/13/2019,5,DANE,MIDDLETON,C,N,,,,,PARMENTER ST,,,,,TERRACE AVE,S,0.0205,43.09428702,-89.511625,MVIT,ON,SSS,U CITY,O,2,1,0,0,0,UNKN,,,,,,,UNKN,,,,Y,,,4820737,475,
1KL07TS29R,DT4000,10/13/2019,18,DANE,MIDDLETON,C,I,Q,CTH,NB,,,,,,,MENDOTA AVE,N,0.0106,43.09645307,-89.48598749,MVIT,ON,SSS,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,Y,4841849,1584,
1KL090C3BP,DT4000,10/14/2019,9,DANE,MIDDLETON,C,I,MS,CTH,WB,,,,,,,SAINT DUNSTAN DR,E,0.0076,43.0897223,-89.4859467,MVIT,ON,FTR,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,4821155,581,
1KL08HJN1R,DT4000,10/14/2019,19,DANE,MIDDLETON,C,N,M,CTH,EB,,,,,,,BRANCH ST,W,0.0616,43.10458008,-89.4937992,MVIT,ON,FTR,U CITY,C,2,2,0,1,0,,,,,,,,,,,,,,Y,4819969,845,
02L0Z0C3NN,DT4000,10/15/2019,10,DANE,CROSS PLAINS,T,N,14,USH,EB,,,,,,,WESTVIEW CT,S,0.1248,43.10763304,-89.63822433,MVIT,ON,SSS,R STH,O,2,2,0,0,0,,,,,Y,,,,,,,,,,5455235,159,
1KL092T5LF,DT4000,10/15/2019,10,DANE,MIDDLETON,C,I,,,,,DEMING WAY,14,USH,NB,,,S,0.0195,43.09647641,-89.52355148,MVIT,ON,FTR,U CITY,O,2,5,0,0,0,,,,,,,Y,,,,,,,,5063870,524,
1KL07TS29S,DT4000,10/15/2019,12,DANE,MIDDLETON,C,N,,,,,ELMWOOD AVE,,,,,MAYFLOWER DR,W,0.0127,43.09607619,-89.49918022,MVIT,ON,SSS,U CITY,O,2,3,0,0,0,,,,,,,,,,,,,,,4841871,739,
1KL08Z426X,DT4000,10/15/2019,17,DANE,MIDDLETON,C,I,M,CTH,WB,,,,,,,BRANCH ST,,0,43.10428066,-89.49265174,MVIT,ON,FTS,U CITY,A,1,1,1,1,0,UNKN,Y,,,,,,UNKN,,,,Y,,,4819977,634,
1KL090C3BR,DT4000,10/17/2019,17,DANE,MIDDLETON,C,N,M,CTH,EB,,,,,,,BRANCH ST,W,0.0659,43.10460372,-89.49387884,MVIT,ON,FTR,U CITY,C,2,2,0,1,0,,,,,,,Y,,,,,,,,4819969,845,
1KL092T5LG,DT4000,10/21/2019,17,DANE,MIDDLETON,C,I,,,,,GREENWAY BLVD,,,,,JOHN Q HAMMONS DR,E,0.0064,43.09013188,-89.52452941,PED,ON,NO,U CITY,C,1,1,1,1,0,,,,,,,,,,,Y,,,,4842406,686,
1KL097RB1L,DT4000,10/22/2019,7,DANE,MIDDLETON,C,N,,,,,ELMWOOD AVE,,,,,CAYUGA ST,,0,43.09591424,-89.51410434,MVIT,ON,FTR,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,4885652,317,
1KL091L4H4,DT4000,10/23/2019,22,DANE,MIDDLETON,C,N,M,CTH,WB,,,,,,,LAURA LN,E,0.1104,43.11147552,-89.51228419,LTPOLE,MED B,NO,U CITY,O,1,1,0,0,0,,,,,,,Y,,,,,,,,4819515,1267,
1KL097RB1M,DT4000,10/24/2019,8,DANE,MIDDLETON,C,I,14,USH,EB,,,,,,,PLEASANT VIEW RD,W,0.0049,43.09638199,-89.5349284,MVIT,ON,FTR,U STH,A,2,2,0,1,0,,,,,,,Y,,Y,,,,,,5455239,365,
1KL08HJN1T,DT4000,10/25/2019,11,DANE,MIDDLETON,C,PL,,,,,DEMING WAY,,,,,UW HEALTH CT,S,0.1197,43.09986458,-89.51894632,PKVEH,PARK,SSS,U CITY,O,2,1,0,0,0,,,,,,,,,,,,,,,5120288,1970,
1KL092T5LH,DT4000,10/25/2019,16,DANE,MIDDLETON,C,I,,,,,BRISTOL ST,,,,,ELMWOOD AVE,N,0.004,43.0961043,-89.50665414,MVIT,ON,NO,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,4820488,370,
02L0Z7RB7P,DT4000,10/25/2019,21,DANE,MIDDLETON,T,I,S,CTH,WB,,,,,,,TIMBER LN,E,0.0091,43.06023352,-89.60069818,MVIT,ON,FTF,R CTH,O,2,4,0,0,0,,,,,,,Y,,,,,,,Y,4876806,48,
1KL07TS29V,DT4000,10/28/2019,17,DANE,MIDDLETON,C,I,,,,,HUBBARD AVE,,,,,PARMENTER ST,,0,43.09548813,-89.51157307,MVIT,ON,FTS,U CITY,B,2,2,0,1,0,,,,,,,,,,,,,,,4820580,898,
1KL092T5LJ,DT4000,10/29/2019,6,DANE,MIDDLETON,C,N,12,USH,WB,R,,12,USH,WB,,,S,0.0591,43.09409828,-89.51863925,MVIT,ON,SSS,U STH,O,7,7,0,0,0,,,,,,,,,,,,,,,5515742,1761,
1KL090C3BS,DT4000,10/29/2019,8,DANE,MIDDLETON,C,I,,,,,DEMING WAY,,,,,DISCOVERY DR,,0,43.10152502,-89.51835265,MVIT,ON,FTF,U CITY,A,2,2,0,2,0,,,,,,,,,Y,,,,,Y,5120288,1970,
1KL091L4H5,DT4000,10/29/2019,8,DANE,MIDDLETON,C,I,,,,,PARK ST,,,,,ELMWOOD AVE,S,0.0081,43.09602212,-89.50174547,MVIT,ON,FTS,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,4841938,317,
1KL097RB1N,DT4000,10/29/2019,13,DANE,MIDDLETON,C,I,14,USH,EB,,,14,USH,NB,,DEMING WAY,,0,43.09675967,-89.52355169,OT RDY,ON,FTS,U STH,C,2,2,0,1,0,,,,,,,Y,,,,,,,,5488970,461,
02L155JN1H,DT4000,10/30/2019,5,DANE,CROSS PLAINS,V,N,P,CTH,NB,,CHURCH ST,14,USH,WB,,,E,0.1267,43.11202244,-89.64285529,PKVEH,ON,SSS,R CITY,O,3,1,0,0,0,,,,,,,,,,,,,,,5372934,669,
1KL091L4H6,DT4000,10/30/2019,15,DANE,MIDDLETON,C,N,,,,,NORTH AVE,,,,,PARK LAWN PL,W,0.0542,43.09925647,-89.50528764,MVIT,ON,SSS,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,Y,4820256,686,
02L0ZKMM3F,DT4000,10/30/2019,21,DANE,MIDDLETON,T,N,,,,,AIRPORT RD,,,,,TOEPFER RD,W,0.0116,43.11108128,-89.59281103,ANL DA,ON,NO,R TOWN,O,1,2,0,0,0,,,,,,,,,,,,,,,4819530,581,
1KL091L4H7,DT4000,10/31/2019,7,DANE,MIDDLETON,C,I,Q,CTH,NB,,,,,,,ALLEN CT,S,0.0129,43.10438445,-89.4867614,MVIT,ON,FTR,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,Y,,4820033,528,
1KL092T5LL,DT4000,10/31/2019,7,DANE,MIDDLETON,C,N,,,,,PINEHURST DR,,,,,N GREENVIEW DR,N,0.1752,43.1014711,-89.53964094,MVIT,ON,FTS,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,Y,,4820275,1109,
24L04HS26S,DT4000,10/31/2019,7,DANE,CROSS PLAINS,V,N,14,USH,EB,,,P,CTH,WB,,,W,0.0223,43.1115846,-89.64547501,MVIT,ON,FTR,R STH,O,2,2,0,0,0,,,,,,,,,,,,,,,5372931,241,
02L0Z7RB7S,DT4000,10/31/2019,8,DANE,CROSS PLAINS,T,I,,,,,OLD MILITARY RD,S,CTH,NB,,,,0,43.06047869,-89.62565225,MVIT,ON,FTF,R TOWN,O,2,4,0,0,0,,,,,,,,,,,,,Y,,4827421,0,
02L0Z90C5L,DT4000,10/31/2019,8,DANE,MIDDLETON,T,I,,,,,VALLEY VIEW RD,,,,,MOUND VIEW RD,N,0.1117,43.04554214,-89.58151247,MVIT,ON,FTS,R TOWN,O,2,2,0,0,0,,,,,,,,,,,,,,,5110737,16,
1KL092T5LM,DT4000,10/31/2019,8,DANE,MIDDLETON,C,I,,,,,BRANCH ST,,,,,UNIVERSITY PL,N,0.0055,43.09698805,-89.49512348,MVIT,ON,FTR,U CITY,O,2,2,0,0,0,,,,,Y,,,,,,,,Y,,4828152,475,
1KL092T5LN,DT4000,10/31/2019,9,DANE,MIDDLETON,C,N,,,,,AIRPORT RD,12,USH,EB,,,W,0.0441,43.11135609,-89.51838657,OTH FX,O ROW,NO,U CITY,O,1,1,0,0,0,,,,,,,,,,,,,Y,,5098691,1050,
1KL097RB1P,DT4000,10/31/2019,9,DANE,MIDDLETON,C,N,14,USH,WB,R,,14,USH,WB,,,N,0.0845,43.09832181,-89.51493434,CONC B,MED B,NO,U STH,O,1,1,0,0,0,,,,,,,,,,,,,Y,,5314771,2028,
1KL07W13D4,DT4000,11/1/2019,10,DANE,MIDDLETON,C,I,,,,,MENDOTA AVE,Q,CTH,NB,,,E,0.0051,43.09629651,-89.48587184,MVIT,ON,FTS,U CITY,O,2,3,0,0,0,,,,,,,,,,,,,,,4820471,581,
1KL08HJN1V,DT4000,11/1/2019,16,DANE,MIDDLETON,C,I,,,,,GREENWAY BLVD,12,USH,EB,,,W,0.0773,43.09015232,-89.52241065,MVIT,ON,SSS,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,Y,4842406,686,
1KL08HJN1X,DT4000,11/3/2019,13,DANE,MIDDLETON,C,I,14,USH,WB,,,,,,,CAYUGA ST,W,0.0735,43.09695036,-89.51447368,MVIT,ON,FTR,U STH,O,2,6,0,0,0,,,,,,,,,,,,,,,5515605,23,
1KL07W13D5,DT4000,11/3/2019,23,DANE,MIDDLETON,C,N,,,,,PLEASANT VIEW RD,,,,,UNIVERSITY GREEN,W,0.0784,43.09781889,-89.53614156,CURB,ON,NO,U CITY,O,1,1,0,0,0,,,,,,,,,,,,,Y,,5036165,1848,
1KL08HJN1W,DT4000,11/4/2019,14,DANE,MIDDLETON,C,PL,,,,,BRANCH ST,,,,,UNIVERSITY PL,N,0.0136,43.09708214,-89.495028,PKVEH,PARK,SSS,U CITY,O,2,1,0,0,0,,,,,,,,,,,,,,,4828152,475,
1KL091L4H9,DT4000,11/5/2019,17,DANE,MIDDLETON,C,N,12,USH,WB,,,,,,,PARMENTER ST,N,0.0254,43.12579512,-89.51492344,MVIT,ON,FTR,U STH,C,2,2,0,2,0,,,,,,,Y,,,,,,,,5455082,1957,
02L155JN1M,DT4000,11/5/2019,19,DANE,MIDDLETON,T,PP,,,,,WATTS RD,,,,,S GAMMON RD,E,0.0795,43.05017946,-89.50154361,MVIT,PARK,NO,R TOWN,O,2,1,0,0,0,UNKN,,,,,,,UNKN,,,,,,,4846043,417,
1KL097RB1S,DT4000,11/6/2019,9,DANE,MIDDLETON,C,N,12,USH,WB,R,,,,,,GREENWAY BLVD,S,0.0714,43.08917841,-89.52056181,MVIT,ON,SSS,U STH,O,2,2,0,0,0,,,,,,,,,,,,,Y,Y,5515748,39,
02L0XWW1FW,DT4000,11/6/2019,10,DANE,CROSS PLAINS,T,N,,,,,MINERAL POINT RD W (2),,,,,GARFOOT RD,W,0.2491,43.06028376,-89.70521412,DITCH,RTSH,NO,R TOWN,O,1,1,0,0,0,,,,,,,,,,,,,Y,,4858657,4847,
1KL097RB1T,DT4000,11/6/2019,14,DANE,MIDDLETON,C,PL,,,,,UW HEALTH CT,,,,,DEMING WAY,W,0.1777,43.10168186,-89.52185929,PKVEH,O ROW,UNKN,U CITY,O,2,1,0,0,0,UNKN,,,,,,,UNKN,,,,Y,,,5132822,940,
24L04GK13N,DT4000,11/7/2019,7,DANE,CROSS PLAINS,V,I,,,,,BOURBON RD,P,CTH,EB,,,W,0.0098,43.11081262,-89.64583747,TFSIGN,RTSH,NO,R CITY,O,1,1,0,0,0,,,,,,,,,,,,,Y,,4840926,1742,
1KL097RB1W,DT4000,11/7/2019,19,DANE,MIDDLETON,C,I,MS,CTH,EB,,,14,USH,EB,R,,,0,43.09678724,-89.51412356,MVIT,ON,FTR,U CITY,O,2,2,0,0,0,UNKN,,,,,,,UNKN,,,,,,,4841813,370,
1KL097RB1V,DT4000,11/8/2019,15,DANE,MIDDLETON,C,N,,,,,PARMENTER ST,,,,,DISCOVERY DR,N,0.0642,43.10308061,-89.51149038,MVIT,ON,FTS,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,4848723,1373,
1KL09H5JN4,DT4000,11/8/2019,15,DANE,MIDDLETON,C,N,14,USH,WB,,,12,USH,EB,,,W,0.0492,43.0968132,-89.5176826,MVIT,ON,FTR,U STH,O,2,3,0,0,0,UNKN,,,,,,,UNKN,,,,,,,5515605,735,
1KL08HJN1Z,DT4000,11/8/2019,17,DANE,MIDDLETON,C,I,,,,,PARK ST,,,,,SOUTH AVE,,0,43.09341314,-89.50189591,MVIT,ON,FTS,U CITY,O,2,6,0,0,0,,,,,,,,,,,,,,,4842110,634,
1KL080Q6ND,DT4000,11/9/2019,12,DANE,MIDDLETON,C,N,12,USH,EB,R,,,,,,GREENWAY BLVD,S,0.2153,43.08706949,-89.52157842,MVIT,ON,FTR,U STH,B,2,2,0,1,0,UNKN,,,,,,,UNKN,,,,Y,,,5515746,1121,
02L0ZKMM3S,DT4000,11/11/2019,10,DANE,CROSS PLAINS,T,N,,,,,CLEVELAND RD,14,USH,EB,,,S,0.014,43.09379874,-89.60551571,MVIT,ON,FTR,R TOWN,O,2,2,0,0,0,,,,,Y,,,,,,,,,,4820859,74,
02L0Z1L4VX,DT4000,11/11/2019,15,DANE,MIDDLETON,T,N,,,,,VALLEY VIEW RD,,,,,SUGAR MAPLE LN (1),W,0.0979,43.04561336,-89.55901037,MVIT,ON,FTR,R TOWN,O,2,2,0,0,0,,,,,,,Y,,,,,,,,5559302,972,Y
1KL091L4HC,DT4000,11/11/2019,17,DANE,MIDDLETON,C,N,M,CTH,WB,,,,,,,MARINA DR,W,0.0227,43.10560364,-89.4846379,OT PST,ON,NO,U CITY,O,1,1,0,0,0,,,,,,,,,,,,,,,5064245,528,
1KL091L4HF,DT4000,11/13/2019,7,DANE,MIDDLETON,C,N,Q,CTH,SB,,,,,,,HARBOR CIR,,0,43.09350576,-89.48567377,MVIT,ON,FTR,U CITY,C,2,2,0,1,0,,,,,,,,,,,,,Y,,4821060,1118,
1KL08HJN20,DT4000,11/13/2019,8,DANE,MIDDLETON,C,N,14,USH,WB,,,12,USH,WB,,,S,0.0369,43.09642329,-89.51658797,CONC B,MED B,NO,U STH,C,1,1,0,1,0,,,,,,,,,,,,,,,5314677,908,
1KL092T5LQ,DT4000,11/14/2019,13,DANE,MIDDLETON,C,N,,,,,WHITE CORAL WAY,,,,,RED BERYL DR,E,0.0278,43.10396438,-89.54150648,PKVEH,R SIDE,UNKN,U CITY,O,2,1,0,0,0,UNKN,,,,,,,UNKN,,,,,,,5132847,726,
1KL08HJN21,DT4000,11/14/2019,18,DANE,MIDDLETON,C,I,14,USH,EB,,,DEM,CTH,SB,,,,0,43.09675967,-89.52355169,MVIT,ON,FTS,U STH,B,2,2,0,2,0,Y,,,,,,,,Y,,,,,,5488970,461,
1KL097RB20,DT4000,11/15/2019,16,DANE,MIDDLETON,C,PL,,,,,HUBBARD AVE,,,,,AURORA ST,S,0.0424,43.0955078,-89.5124481,PKVEH,OFF,FTS,U CITY,O,2,1,0,0,0,UNKN,,,,,,,UNKN,,Y,,,,,4820534,422,
1KL091L4HH,DT4000,11/17/2019,14,DANE,MIDDLETON,C,N,MS,CTH,WB,,,,,,,GATEWAY NORTH,E,0.103,43.09137873,-89.48845689,MVIT,ON,FTR,U CITY,O,2,3,0,0,0,,,,,,,,,,,,,,,5500202,0,
1KL092T5LR,DT4000,11/18/2019,14,DANE,MIDDLETON,C,I,MS,CTH,WB,,,,,,,BRANCH ST,E,0.0036,43.09647113,-89.49562444,MVIT,ON,FTR,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,4841867,211,
1KL090C3BV,DT4000,11/20/2019,8,DANE,MIDDLETON,C,I,M,CTH,WB,,,,,,,FRANK LLOYD WRIGHT AVE,,0,43.10641375,-89.49826576,MVIT,MED B,FTS,U CITY,C,2,3,0,1,0,Y,,,,,,,,,,,Y,,,4819837,1320,
1KL092T5LT,DT4000,11/20/2019,18,DANE,MIDDLETON,C,I,Q,CTH,NB,,,,,,,SOUTH RIDGE WAY,S,0.0059,43.11294815,-89.47167253,MVIT,ON,SSO,U CITY,B,2,3,0,1,0,,,,,Y,,,,,,,,,,4840893,422,
1KL08HJN22,DT4000,11/21/2019,8,DANE,MIDDLETON,C,I,MS,CTH,EB,,,,,,,PARMENTER ST,,0,43.09684873,-89.51153003,MVIT,ON,FTR,U CITY,C,2,2,0,1,0,UNKN,,,,,,,UNKN,Y,,,Y,,,4841808,898,
1KL090C3BW,DT4000,11/22/2019,11,DANE,MIDDLETON,C,I,,,,,PARK LAWN PL,MS,CTH,SB,,,N,0.0083,43.09714303,-89.50427401,MVIT,ON,FTR,U CITY,C,2,6,0,4,0,,,,,,,,,,,,,,,4841789,475,
1KL08HJN23,DT4000,11/22/2019,16,DANE,MIDDLETON,C,N,,,,,MURPHY DR,,,,,EAGLE DR,W,0.0667,43.09844841,-89.5290779,MVIT,ON,FTS,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,4841696,1214,
1KL092T5LV,DT4000,11/24/2019,13,DANE,MIDDLETON,C,N,,,,,COLUMBUS DR,,,,,SANTA MARIA CT,E,0.0445,43.10225398,-89.49414186,PKVEH,ON,NO,U CITY,O,2,1,0,0,0,,,,,,,,,,,,Y,,,4820091,475,
1KL090C3BX,DT4000,11/25/2019,16,DANE,MIDDLETON,C,I,Q,CTH,NB,,,,,,,ALLEN CT,S,0.0083,43.10444565,-89.48679178,MVIT,ON,FTR,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,4820033,528,
1KL07TS2B1,DT4000,11/26/2019,8,DANE,MIDDLETON,C,I,M,CTH,EB,,,,,,,PARK ST,N,0.0152,43.10913964,-89.50195487,MVIT,ON,FTR,U CITY,B,3,3,0,1,0,,,,,,,,,,,,,,Y,4819644,370,
1KL091L4HJ,DT4000,11/26/2019,16,DANE,MIDDLETON,C,I,M,CTH,WB,,,,,,,PARK ST,E,0.0078,43.10890178,-89.50163758,MVIT,ON,FTF,U CITY,C,2,2,0,1,0,,,,,,,,,,,,,,,4819837,1320,
1KL092T5LW,DT4000,11/27/2019,13,DANE,MIDDLETON,C,PL,,,,,DEMING WAY,,,,,MARKET ST,S,0.0985,43.09168257,-89.5270967,PKVEH,O ROW,NO,U CITY,O,2,1,0,0,0,UNKN,,,,,,,UNKN,,,,,,,5451777,528,
1KL092T5LX,DT4000,11/27/2019,14,DANE,MIDDLETON,C,PL,MS,CTH,,,,,,,,PARK ST,E,0.0222,43.09706892,-89.50125696,MVIT,PARK,RTS,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,4841790,739,
