DOCTNMBR,REPTTYPE,CRSHDATE,NTFYHOUR,CNTYNAME,MUNINAME,MUNITYPE,LOCTYPE,ONHWY,ONHWYSYS,ONHWYDIR,ONHWYTYP,ONSTR,ATHWY,ATHWYSYS,ATHWYDIR,ATHWYTYP,ATSTR,INTDIR,INTDIS,LATDECDG,LONDECDG,CRSHTYPE,RLTNRDWY,MNRCOLL,HWYCLASS,INJSVR,TOTVEH,TOTMOT,TOTNMT,TOTINJ,TOTFATL,ALCFLAG,BIKEFLAG,BUSFLAG,CONSZONE,CMVFLAG,CYCLFLAG,DISTFLAG,DRUGFLAG,INJTRNS,MOPFLAG,PEDFLAG,SFTYFLAG,SPEEDFLAG,TEENDRVR,RDWY_LINK_ID,RDWY_LINK_OSET,LINK_HIST_FLAG
1KL06SX4GN,DT4000,11/21/2017,16,DANE,MIDDLETON,C,N,,,,,GREENWAY BLVD,,,,,JOHN Q HAMMONS DR,E,0.0265,43.0901359,-89.52413098,MVIT,ON,FTR,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,4842406,140,
1KL07BZLWS,DT4000,11/21/2017,17,DANE,MIDDLETON,C,N,,,,,GREENWAY BLVD,,,,,DEMING WAY,E,0.0345,43.09011224,-89.52644734,MVIT,ON,FTR,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,4842408,182,
1KL072BC50,DT4000,11/26/2017,15,DANE,MIDDLETON,C,I,Q,CTH,,,,,,,,MENDOTA AVE,N,0.0176,43.09655511,-89.48599708,MVIT,ON,FTR,U CITY,O,2,4,0,0,0,,,,,,,,,,,,,,,4820463,1455,
1KL06WD6QK,DT4000,11/27/2017,9,DANE,MIDDLETON,C,N,,,,,DONNA DR,,,,,SPRING GROVE CT,E,0.0195,43.10603985,-89.4987765,CURB,ON,NO,U CITY,O,1,1,0,0,0,,,,,,,,,,,,,,,4819869,103,
1KL07BZLWV,DT4000,11/27/2017,19,DANE,MIDDLETON,C,I,Q,CTH,,,,M,CTH,,,,,0,43.11180036,-89.47165277,MVIT,ON,FTR,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,Y,Y,4840893,422,
1KL062PGFN,DT4000,11/29/2017,1,DANE,MIDDLETON,C,I,,,,,CAYUGA ST,,,,,CONNECTOR USH 14 TO CTH MS,,0,43.09674228,-89.51412273,TF SIG,SEP,NO,U CITY,O,1,2,0,0,0,,,,,,,,,,,,,,,4885655,264,
1KL06WD6QM,DT4000,11/29/2017,9,DANE,MIDDLETON,C,N,,,,,PARMENTER ST,,,,,DISCOVERY DR,,0,43.10240318,-89.512036,TFSIGN,ON,NO,U CITY,O,1,1,0,0,0,,,Y/D,,Y,,,,,,,,,,5120283,97,
1KL072BC52,DT4000,11/29/2017,12,DANE,MIDDLETON,C,N,,,,,DONNA DR,,,,,PARMENTER ST,W,0.0506,43.10588975,-89.51170517,MVIT,ON,OTHR,U CITY,O,2,2,0,0,0,,,,,Y,,,,,,,,,,5064072,718,
02L0Z90C45,DT4000,11/29/2017,14,DANE,MIDDLETON,T,PP,,,,,WELCOME DR,S,CTH,NB,,,N,0.1244,43.06201211,-89.58528231,OTH FX,R SIDE,NO,R TOWN,O,1,1,0,0,0,UNKN,,,,,,,UNKN,,,,Y,,,4884608,947,
1KL06WD6QN,DT4000,11/29/2017,14,DANE,MIDDLETON,C,N,MS,CTH,,,,,,,,MAYFLOWER DR,E,0.0496,43.09698065,-89.49707642,OTH FX,RTSH,NO,U CITY,C,1,1,0,1,0,,,,,,,,,Y,,,,,,4852020,411,
1KL072BC54,DT4000,11/29/2017,17,DANE,MIDDLETON,C,N,14,USH,WB,,,,,,,EAGLE DR,W,0.1426,43.09667924,-89.5305821,MVIT,ON,FTR,U STH,C,2,2,0,1,0,,,,,,,,,,,,,,,5314261,753,
02L0Z0C3FD,DT4000,11/30/2017,14,DANE,MIDDLETON,T,N,14,USH,WB,,,,,,,PLEASANT VIEW RD,W,0.1061,43.09645039,-89.53693337,MVIT,ON,SSS,R STH,O,2,3,0,0,0,,,,,,,,,,,,,,,5455240,198,
1KL072BC53,DT4000,11/30/2017,18,DANE,MIDDLETON,C,I,,,,,PARK ST,MS,CTH,,,,,0,43.09707776,-89.50169731,MVIT,ON,FTS,U CITY,B,2,3,0,1,0,,,,,,,,,,,,,,Y,4841785,475,
1KL07GNQ73,DT4000,11/30/2017,18,DANE,MIDDLETON,C,I,14,USH,WB,,,,,,,PLEASANT VIEW RD,,0,43.09655516,-89.53483439,MVIT,ON,FTR,U STH,O,2,2,0,0,0,,,,,,,,,,,,,,,5314261,1891,
02L0Z7RB1W,DT4000,12/3/2017,23,DANE,CROSS PLAINS,T,N,14,USH,WB,,,,,,,COWLING LN,E,0.0472,43.11596512,-89.66887556,ANL NA,ON,NO,R STH,B,1,1,0,1,0,,,,,,Y,,,Y,,,,,,5454901,249,
1KL07FFP3Q,DT4000,12/3/2017,23,DANE,MIDDLETON,C,N,,,,,HIGHLAND WAY,M,CTH,,,,N,0.017,43.10815588,-89.47998516,HYDRNT,R SIDE,NO,U CITY,O,1,1,0,0,0,UNKN,,,,,,Y,UNKN,,,,,,,4819698,117,
1KL06SX4GP,DT4000,12/4/2017,15,DANE,MIDDLETON,C,I,MS,CTH,,,,,,,,MENDOTA AVE,S,0.0093,43.09600927,-89.49497288,MVIT,ON,FTS,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,4820481,342,
1KL06SX4GQ,DT4000,12/4/2017,16,DANE,MIDDLETON,C,I,MS,CTH,,,,,,,,BRANCH ST,,0,43.09650699,-89.49567563,MVIT,ON,FTR,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,4830635,686,
02L0Z1L4LM,DT4000,12/4/2017,20,DANE,CROSS PLAINS,T,N,,,,,CLEVELAND RD,,,,,DEER RUN HTS RD,W,0.0201,43.09165913,-89.6084769,EMBKMT,R SIDE,NO,R TOWN,B,1,2,0,1,0,,,,,,,,,Y,,,,Y,Y,4821616,106,
1KL05WRB1M,DT4000,12/6/2017,12,DANE,MIDDLETON,C,N,,,,,ELMWOOD AVE,,,,,BRISTOL ST,E,0.0494,43.09606505,-89.50567722,PKVEH,ON,FTR,U CITY,O,2,1,0,0,0,UNKN,,,,,,,UNKN,,,,,,,4841873,261,
1KL05WRB1N,DT4000,12/7/2017,10,DANE,MIDDLETON,C,N,,,,,ELMWOOD AVE,,,,,PARMENTER ST,W,0.0256,43.09596194,-89.51205521,PKVEH,ON,SSS,U CITY,O,2,1,0,0,0,,,,,,,,,,,,,,,4841883,197,
1KL072BC55,DT4000,12/7/2017,17,DANE,MIDDLETON,C,N,,,,,GREENWAY BLVD,,,,,JOHN Q HAMMONS DR,E,0.057,43.09014178,-89.52352504,MVIT,ON,FTR,U CITY,O,3,3,0,0,0,,,,,,,Y,,,,,,,,4842406,301,
1KL05WRB1P,DT4000,12/8/2017,12,DANE,MIDDLETON,C,N,,,,,DEMING WAY,,,,,CROSSOVER USH 14,S,0.0193,43.09648074,-89.52355148,MVIT,ON,FTS,U CITY,O,2,3,0,0,0,UNKN,,,,,,,UNKN,,,,,,Y,5063870,392,
1KL072BC56,DT4000,12/8/2017,16,DANE,MIDDLETON,C,I,,,,,BRANCH ST,,,,,MAYWOOD AVE,,0,43.10036727,-89.49352392,MVIT,ON,FTS,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,4820189,264,
24L04BTWRT,DT4000,12/9/2017,0,DANE,CROSS PLAINS,V,PP,14,USH,WB,,,,,,,MILL CREEK PKWY,E,0.0282,43.11389775,-89.65110875,OT PST,O ROW,NO,R STH,O,1,1,0,0,0,,,,,,,,,,,,,,,5313819,149,
1KL07BZLWX,DT4000,12/9/2017,2,DANE,MIDDLETON,C,PP,MS,CTH,,,,,,,,BRANCH ST,W,0.0551,43.09692015,-89.49661095,OTH FX,R SIDE,NO,U CITY,O,1,1,0,0,0,Y,,,,,,,,,,,,Y,,4852020,291,
1KL07D6N07,DT4000,12/9/2017,2,DANE,MIDDLETON,C,N,,,,,PARMENTER ST,,,,,PARMENTER ST,E,0.0138,43.1020979,-89.51153472,CURB,ON,NO,U CITY,O,1,2,0,0,0,,,,,,,,,,,,,Y,,4820137,359,
1KL07BZLWZ,DT4000,12/9/2017,18,DANE,MIDDLETON,C,I,,,,,BRANCH ST,,,,,MAYWOOD AVE,,0,43.10036727,-89.49352392,MVIT,ON,FTS,U CITY,O,2,3,0,0,0,,,,,,,,,,,,,,,4820189,264,
1KL05Z0C4C,DT4000,12/11/2017,6,DANE,MIDDLETON,C,N,12,USH,WB,R,,,,,,GREENWAY BLVD,N,0.0057,43.09026392,-89.52021502,TF SIG,ON,NO,U STH,O,1,1,0,0,0,,,,,,,,,,,,,Y,Y,5515742,0,
1KL062PGFP,DT4000,12/11/2017,8,DANE,MIDDLETON,C,I,,,,,AUGUSTA DR,,,,,ST. ANNES DR,S,0.0081,43.12695736,-89.46254948,MVIT,ON,FTS,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,5371952,841,
1KL06LQXVS,DT4000,12/11/2017,9,DANE,MIDDLETON,C,PL,MS,CTH,,,,,,,,PARMENTER ST,E,0.0782,43.09689627,-89.50997966,OT PST,ON,NO,U CITY,O,1,1,0,0,0,,,,,,,,,,,,,Y,,4841808,413,
1KL05WRB1Q,DT4000,12/13/2017,15,DANE,MIDDLETON,C,I,,,,,PARK ST,,,,,ELMWOOD AVE,,0,43.09614038,-89.50173937,MVIT,ON,FTS,U CITY,C,2,4,0,1,0,,,,,,,,,,,,,,Y,4841863,1310,
24L04BTWRV,DT4000,12/14/2017,7,DANE,CROSS PLAINS,V,N,P,CTH,,,,14,USH,EB,,,S,0.0189,43.11116947,-89.64538104,MVIT,ON,FTS,R CITY,O,2,2,0,0,0,,,,,,,Y,,,,,,,,5372925,181,
1KL05WRB1R,DT4000,12/14/2017,8,DANE,MIDDLETON,C,N,,,,,RESEARCH WAY,,,,,MARKET ST,S,0.078,43.09185834,-89.53363043,PKVEH,ON,SSS,U CITY,O,3,1,0,0,0,,,,,,,,,,,,,,,4830672,412,
1KL07GNQ76,DT4000,12/14/2017,18,DANE,MIDDLETON,C,I,,,,,DISCOVERY DR,,,,,DEMING WAY,,0,43.10152502,-89.51835265,TFSIGN,R SIDE,NO,U CITY,O,2,2,0,0,0,,,,,,,Y,,,,,,,,5121375,0,
1KL06SX4GS,DT4000,12/16/2017,11,DANE,MIDDLETON,C,I,MS,CTH,EB,,UNIVERSITY AVE,,,,,PARMENTER ST (1),,0,43.09684873,-89.51153003,MVIT,ON,SSS,U CITY,O,2,3,0,0,0,,,,,,,,,,,,,,,4841808,331,
1KL06WD6QR,DT4000,12/18/2017,7,DANE,MIDDLETON,C,N,,,,,GREENWAY BLVD,,,,,JOHN Q HAMMONS DR,W,0.0286,43.0901243,-89.52522212,MVIT,ON,FTR,U CITY,O,3,3,0,0,0,,,,,,,Y,,,,,,,,4842408,508,
1KL07BZLX2,DT4000,12/18/2017,16,DANE,MIDDLETON,C,N,12,USH,EB,,,,,,,GREENWAY BLVD,,0,43.094683,-89.51848017,MVIT,ON,FTR,U STH,O,2,2,0,0,0,,,,,,,Y,,,,,,,,5519747,67,Y
1KL079QKT8,DT4000,12/19/2017,8,DANE,MIDDLETON,C,N,,,,,ELMWOOD AVE,,,,,PARMENTER ST (1),E,0.0786,43.09599984,-89.5099934,MVIT,ON,FTS,U CITY,O,2,4,0,0,0,,,,,,,,,,,,,,,4841879,415,
1KL072BC57,DT4000,12/20/2017,16,DANE,MIDDLETON,C,I,,,,,AIRPORT RD,,,,,NURSEY DR,,0,43.11131916,-89.52112604,MVIT,ON,FTR,U CITY,C,2,2,0,1,0,,,,,,,,,,,,,,,5098691,0,
1KL07D6N08,DT4000,12/21/2017,5,DANE,MIDDLETON,C,N,,,,,ELMWOOD AVE,,,,,GATEWAY SOUTH,N,0.0381,43.09255779,-89.49264569,PKVEH,PARK,FTF,U CITY,O,3,1,0,0,0,UNKN,,,,,,,UNKN,,,,,Y,,4842225,981,
1KL07BZLX3,DT4000,12/23/2017,11,DANE,MIDDLETON,C,I,,,,,GREENWAY BLVD,12,USH,WB,R,,,0,43.09018325,-89.52022809,MVIT,ON,SSS,U CITY,O,2,5,0,0,0,,,,,Y,,,,,,,,,,4842401,504,
1KL06WD6QS,DT4000,12/23/2017,19,DANE,MIDDLETON,C,N,,,,,PARK ST,,,,,SOUTH AVE,N,0.0589,43.094264,-89.50184554,MVIT,ON,FTR,U CITY,B,2,2,0,2,0,,,,,,,Y,,,,,,,,4842110,348,
1KL05WRB1S,DT4000,12/24/2017,10,DANE,MIDDLETON,C,I,M,CTH,WB,,CENTURY AVE,Q,CTH,SB,,,,0,43.11180036,-89.47165277,MVIT,ON,FTS,U CITY,B,3,4,0,3,0,,,,,,,,,,,,,,,4819565,0,
1KL06SX4GV,DT4000,12/24/2017,12,DANE,MIDDLETON,C,N,M,CTH,EB,,CENTURY AVE,Q,CTH,EB,,,E,0.1027,43.11192622,-89.4696241,TFSIGN,MED B,NO,U CITY,O,1,1,0,0,0,,,,,,,,,,,,,Y,,5064445,429,
1KL06LQXVT,DT4000,12/25/2017,10,DANE,MIDDLETON,T,N,,,,,PLEASANT VIEW RD,,,,,QUARRY RD,S,0.1708,43.09128559,-89.53637935,DITCH,R SIDE,NO,R TOWN,O,1,1,0,0,0,,,,,,,,,,,,,,,4849520,2186,
02L0Z1L4LW,DT4000,12/25/2017,13,DANE,CROSS PLAINS,T,N,,,,,OLD MILITARY RD,,,,,COYLE LN,N,0.0214,43.05458883,-89.62583816,OVRTRN,RTSH,NO,R TOWN,B,1,3,0,3,0,,,,,,,,,Y,,,Y,Y,,4827421,2149,
1KL06SX4GX,DT4000,12/26/2017,16,DANE,MIDDLETON,C,N,MS,CTH,WB,,UNIVERSITY AVE,Q,CTH,WB,,ALLEN BLVD,W,0.0299,43.09008343,-89.48650324,MVIT,ON,FTR,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,5500200,843,
1KL06WD6QT,DT4000,12/27/2017,9,DANE,MIDDLETON,C,I,MS,CTH,EB,,UNIVERSITY AVE,,,,,MAPLE ST,,0,43.0953399,-89.49407161,MVIT,ON,SSS,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,4820621,392,
02L0Z1L4LX,DT4000,12/28/2017,13,DANE,CROSS PLAINS,T,N,,,,,GILS WAY,KP,CTH,SB,,,,0,43.10240051,-89.6629365,MVIT,ON,FTS,R TOWN,O,2,2,0,0,0,,,,,,,,,,,,,,Y,5110797,24,
1KL06WD6QV,DT4000,12/28/2017,13,DANE,MIDDLETON,C,N,,,,,HUBBARD AVE,,,,,PARMENTER ST (1),E,0.0218,43.09544994,-89.51114381,MVIT,ON,SSS,U CITY,O,2,1,1,0,0,UNKN,,,,,,,UNKN,,,,Y,,,4820580,115,
1KL079QKTB,DT4000,12/28/2017,13,DANE,MIDDLETON,C,N,12,USH,EB,,,14,USH,EB,,,,0,43.09681714,-89.51670895,MVIT,ON,FTS,U STH,C,2,2,0,1,0,,,,,,,,,,,,,Y,,5314627,2303,
1KL079QKTC,DT4000,12/28/2017,13,DANE,MIDDLETON,C,N,14,USH,EB,,,12,USH,WB,,,,0,43.09865311,-89.51403407,TFSIGN,LTSH,NO,U STH,O,1,1,0,0,0,,,,,,,,,,,,,Y,,5314701,685,
1KL079QKTD,DT4000,12/28/2017,14,DANE,MIDDLETON,C,N,12,USH,EB,,,,,,,DISCOVERY DR,N,0.0311,43.10265712,-89.51582012,MVIT,ON,FTF,U STH,O,2,2,0,0,0,,,,,,,,,,,,,Y,,5314627,177,
1KL07GNQ77,DT4000,12/28/2017,14,DANE,MIDDLETON,C,I,MS,CTH,WB,,UNIVERSITY AVE,,,,,CAYUGA ST,E,0.018,43.09679742,-89.51376798,MVIT,ON,FTR,U CITY,C,2,2,0,1,0,,,,,,,,,,,,,,,4841813,95,
1KL05WRB1T,DT4000,12/28/2017,15,DANE,MIDDLETON,C,N,12,USH,WB,R,,12,CTH,WB,,,,0,43.10756241,-89.5171128,GR FAC,ON,NO,U STH,O,1,3,0,0,0,,,,,,,,,,,,,,,5323329,297,
1KL05WRB1V,DT4000,12/28/2017,15,DANE,MIDDLETON,C,N,12,USH,WB,R,,12,CTH,WB,,,,0,43.10756271,-89.5171128,MVIT,ON,SSO,U STH,O,2,4,0,0,0,,,,,,,,,,,,,,,5323329,297,
1KL06KHWRD,DT4000,12/28/2017,15,DANE,MIDDLETON,C,N,12,USH,WB,,,14,USH,WB,,,,0,43.09523965,-89.51775472,BRRAIL,RTSH,NO,U STH,O,1,1,0,0,0,,,,,,,,,,,,,Y,,5540644,0,
1KL072BC58,DT4000,12/28/2017,15,DANE,MIDDLETON,C,N,12,USH,WB,,,,,,,SCHNEIDER RD,,0,43.12114842,-89.51458342,MVIT,ON,SSS,U STH,O,2,2,0,0,0,,,,,,,,,,,,,Y,,5455082,171,
1KL05Z0C4G,DT4000,12/28/2017,16,DANE,MIDDLETON,C,N,14,USH,WB,,,12,USH,EB,,,N,0.0081,43.09567829,-89.51766394,BRRAIL,ON,NO,U STH,O,1,3,0,0,0,,,,,,,,,,,,,Y,,5314647,433,
1KL072BC59,DT4000,12/28/2017,16,DANE,MIDDLETON,C,PP,MS,CTH,WB,,UNIVERSITY AVE,,,,,LAKEVIEW AVE,W,0.0453,43.09487591,-89.4934025,PKVEH,R SIDE,FTR,U CITY,O,3,1,0,0,0,UNKN,,,,,,,UNKN,,,,,,,4842007,239,
1KL072BC5B,DT4000,12/28/2017,18,DANE,MIDDLETON,C,N,12,USH,EB,R,,,,,,DISCOVERY DR,N,0.014,43.10242196,-89.51580841,GR FAC,ON,NO,U STH,O,1,1,0,0,0,,,,,,,,,,,,,,,5540637,304,
1KL05Z0C4F,DT4000,12/28/2017,19,DANE,MIDDLETON,C,N,14,USH,EB,,,12,USH,EB,,,N,0.0081,43.095678,-89.5176641,BRRAIL,ON,NO,U STH,O,1,1,0,0,0,,,,,,,,,,,,,Y,Y,5314647,433,
02L0Z2T5LP,DT4000,12/28/2017,21,DANE,MIDDLETON,T,N,14,USH,WB,,,,,,,CLEVELAND RD,E,0.68,43.09123296,-89.59252661,GR FAC,ON,NO,R STH,O,1,1,0,0,0,,,,,,,,,,,,,Y,,5455237,2304,
1KL06KHWRC,DT4000,12/29/2017,15,DANE,MIDDLETON,C,I,,,,,ELMWOOD AVE,,,,,BRISTOL ST,,0,43.09604621,-89.50665688,MVIT,ON,FTS,U CITY,C,2,3,0,1,0,,,,,,,,,,,,,Y,,4841873,453,
1KL06WD6QW,DT4000,12/29/2017,15,DANE,MIDDLETON,C,N,12,USH,EB,,,12,CTH,EB,,,,0,43.10419457,-89.51658527,MVIT,ON,FTS,U STH,C,2,2,0,1,0,,,,,,,,,Y,,,,Y,,5539666,300,
24L049LVNM,DT4000,12/30/2017,10,DANE,CROSS PLAINS,V,N,P,CTH,,,,14,USH,WB,,,E,0.033,43.11162805,-89.64458357,TFSIGN,ON,NO,R CITY,O,1,1,0,0,0,UNKN,,,,,,,UNKN,,,,Y,,,5372934,174,
1KL07GNQ78,DT4000,12/30/2017,11,DANE,MIDDLETON,C,N,14,USH,WB,,,14,USH,WB,,,,0,43.09687279,-89.51550557,MVIT,ON,FTR,U STH,C,3,5,0,5,0,,,,,,,,,,,,,,,5515605,39,
02L0XWW171,DT4000,12/31/2017,10,DANE,CROSS PLAINS,T,N,,,,,OLD MILITARY RD,,,,,COYLE LN,N,0.0358,43.05480793,-89.62583075,DITCH,RTSH,NO,R TOWN,C,1,1,0,1,0,,,,,Y,,,,Y,,,Y,Y,,4827421,2069,
1KL063XHK4,DT4000,12/31/2017,10,DANE,MIDDLETON,C,I,,,,,ELMWOOD AVE,,,,,MIDDLETON ST,,0,43.09601798,-89.50835518,MVIT,ON,FTS,U CITY,C,2,4,0,1,0,,,,,,,,,,,,,,,4841877,319,
02L10C3B09,DT4000,1/1/2018,16,DANE,MIDDLETON,T,PP,,,,,MURPHY CT,,,,,AIRPORT RD,N,0.0419,43.11156864,-89.57995352,FENCE,LTSH,NO,R TOWN,O,1,1,0,0,0,UNKN,,,,,,,UNKN,,,,Y,Y,,4819535,221,
1KL072BC5C,DT4000,1/2/2018,15,DANE,MIDDLETON,C,N,,,,,PLEASANT VIEW RD,,,,,MONTCLAIR DR,S,0.0866,43.10096766,-89.53623874,MVIT,ON,FTF,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,5036165,457,
1KL072BC5D,DT4000,1/3/2018,15,DANE,MIDDLETON,C,N,M,CTH,EB,,CENTURY AVE,,,,,BRANCH ST,E,0.0381,43.10415713,-89.49191594,MVIT,ON,FTS,U CITY,O,2,3,0,0,0,,,,,,,,,,,,Y,,,4819977,201,
1KL07GNQ7B,DT4000,1/3/2018,16,DANE,MIDDLETON,C,N,Q,CTH,NB,,ALLEN BLVD,,,,,UNIVERSITY AVE,,0,43.09090922,-89.48574963,MVIT,ON,FTR,U CITY,C,2,2,0,1,0,,,,,,,,,,,,,,,4842446,416,
1KL07GNQ79,DT4000,1/3/2018,17,DANE,MIDDLETON,C,I,Q,CTH,SB,,ALLEN BLVD,,,,,LAKE ST,,0,43.10318118,-89.48628392,MVIT,ON,SSS,U CITY,O,2,4,0,0,0,,,,,,,,,,,,,,,4820033,0,
1KL06WD6QZ,DT4000,1/4/2018,8,DANE,MIDDLETON,C,N,M,CTH,WB,,CENTURY AVE,,,,,BASKERVILLE AVE,E,0.0235,43.10815177,-89.47938257,MVIT,ON,FTR,U CITY,O,3,4,0,0,0,,,,,,,,,,,,,Y,Y,4851138,124,
1KL07GNQ7D,DT4000,1/4/2018,8,DANE,MIDDLETON,C,I,Q,CTH,NB,,ALLEN BLVD,MS,CTH,NB,,UNIVERSITY AVE,N,0.0121,43.08996641,-89.48600247,TF SIG,MED B,NO,U CITY,O,1,1,0,0,0,,,,,,,,,,,,,Y,,4842446,64,
1KL06WD6R0,DT4000,1/4/2018,12,DANE,MIDDLETON,C,N,,,,,MAYFLOWER DR,,,,,BOULDER LN,N,0.0335,43.10131626,-89.49808324,TREE,RTSH,NO,U CITY,O,1,2,0,0,0,,,,,,,,,,,,,Y,Y,4820149,301,
1KL07BZLX6,DT4000,1/4/2018,12,DANE,MIDDLETON,C,I,MS,CTH,WB,,UNIVERSITY AVE,,,,,BRISTOL ST,E,0.0083,43.09697376,-89.5064466,MVIT,ON,FTR,U CITY,O,2,2,0,0,0,,,,,,,Y,,,,,,,,4841792,44,
1KL06SX4GZ,DT4000,1/4/2018,19,DANE,MIDDLETON,C,N,12,USH,WB,,,14,USH,WB,R,,N,0.0934,43.10486564,-89.51651082,CARGO,ON,NO,U STH,O,2,3,0,0,0,,,,,,,,,,,,,,,5539663,247,
02L0ZPBQ6Q,DT4000,1/4/2018,22,DANE,CROSS PLAINS,T,N,,,,,OLD MILITARY RD,,,,,COYLE LN,N,0.0328,43.05476284,-89.62583227,DITCH,RTSH,NO,R TOWN,O,1,1,0,0,0,,,,,,,,,,,,,,,4827421,2086,
02L0Z1L4M3,DT4000,1/5/2018,11,DANE,CROSS PLAINS,T,N,,,,,AIRPORT RD,,,,,ENCHANTED VALLEY RD,W,0.7,43.11531065,-89.61395698,DITCH,O ROW,NO,R TOWN,C,1,1,0,1,0,,,,,,,,,,,,Y,,Y,5253202,3468,
1KL063XHK5,DT4000,1/5/2018,13,DANE,MIDDLETON,C,I,MS,CTH,WB,,UNIVERSITY AVE,,,,,PARMENTER ST (1),E,0.0061,43.0968526,-89.51140825,MVIT,ON,FTR,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,4841808,32,
1KL07BZLX4,DT4000,1/5/2018,16,DANE,MIDDLETON,C,N,14,USH,WB,,,,,,,CAYUGA ST,W,0.0489,43.09677047,-89.51509335,MVIT,ON,FTR,U STH,O,4,8,0,0,0,,,,,,,,,,,,,,Y,5314540,825,
1KL07GNQ7C,DT4000,1/5/2018,16,DANE,MIDDLETON,C,N,MS,CTH,EB,,CTH MS,,,,,MAPLE ST,N,0.0313,43.09566155,-89.4945047,MVIT,ON,FTR,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,4820543,227,
02L0Z1L4M4,DT4000,1/7/2018,9,DANE,CROSS PLAINS,T,I,S,CTH,WB,,CTH S,,,,,MINERAL POINT RD W (2),E,0.0159,43.06072778,-89.65543224,TFSIGN,RTSH,NO,R CTH,O,1,1,0,0,0,UNKN,,,,,,,UNKN,,,,,,,4827427,84,
1KL07BZLX5,DT4000,1/7/2018,15,DANE,MIDDLETON,C,I,Q,CTH,SB,,CTH Q,M,CTH,WB,,CENTURY AVE,N,0.0074,43.11190837,-89.47165463,MVIT,ON,FTR,U CITY,O,2,6,0,0,0,,,,,,,,,,,,,,Y,4840893,39,
1KL07BZLX7,DT4000,1/8/2018,16,DANE,MIDDLETON,C,I,Q,CTH,NB,,ALLEN BLVD,,,,,ALLEN CT,S,0.0063,43.10447537,-89.48680654,MVIT,ON,FTR,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,4841419,492,
1KL05Z0C4H,DT4000,1/9/2018,11,DANE,MIDDLETON,C,I,,,,,DEMING WAY,,,,,MURPHY DR,,0,43.09826646,-89.52300461,MVIT,ON,FTS,U CITY,O,2,4,0,0,0,,,,,,,,,,,,,,,5040838,0,
1KL07BZLX8,DT4000,1/10/2018,10,DANE,MIDDLETON,C,I,MS,CTH,WB,,UNIVERSITY AVE,,,,,MENDOTA AVE,,0,43.0961053,-89.49510217,MVIT,ON,FTS,U CITY,C,2,2,0,1,0,,,,,,,,,Y,,,,,,4841929,0,
1KL05Z0C4M,DT4000,1/13/2018,13,DANE,MIDDLETON,C,N,,,,,ELMWOOD AVE,,,,,MAPLE ST,W,0.0597,43.09507551,-89.49607677,MVIT,ON,FTS,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,4842004,842,
1KL06WD6R3,DT4000,1/13/2018,19,DANE,MIDDLETON,C,I,,,,,DEMING WAY,,,,,JOHN Q HAMMONS DR,,0,43.09367603,-89.52557514,MVIT,ON,FTR,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,5093009,0,
1KL05Z0C4N,DT4000,1/14/2018,19,DANE,MIDDLETON,C,N,Q,CTH,SB,,ALLEN BLVD,,,,,MENDOTA AVE,,0,43.09629961,-89.48597307,MVIT,ON,SSS,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,4820463,0,
02L0Z1L4MB,DT4000,1/15/2018,8,DANE,MIDDLETON,T,N,S,CTH,EB,,,,,,,PIONEER RD,W,0.2237,43.06022984,-89.57609836,MVIT,ON,FTR,R CTH,O,2,2,0,0,0,,,,,,,,,,,,,,,5355365,2519,
02L0Z6J933,DT4000,1/15/2018,8,DANE,MIDDLETON,T,N,14,USH,EB,,,,,,,TWIN VALLEY RD,E,0.1392,43.09426914,-89.57663464,MVIT,ON,SSS,R STH,O,2,3,0,0,0,,,,,,,,,,,,,Y,,5314179,735,
02L0ZFXHML,DT4000,1/15/2018,8,DANE,CROSS PLAINS,T,N,14,USH,EB,,,,,,,STAGECOACH RD,W,0.5,43.09965465,-89.62970785,GR FAC,ON,NO,R STH,O,1,1,0,0,0,,,,,,,,,,,,,,Y,5455235,2867,
02L0Z1L4MC,DT4000,1/15/2018,9,DANE,CROSS PLAINS,T,N,S,CTH,WB,,CTH S,,,,,CAMEL HILL RD,E,0.26,43.06034489,-89.61134127,MVIT,RTSH,FTR,R CTH,O,1,2,1,0,0,,,,,,,,UNKN,,,,,Y,Y,4848819,1393,
