road,loopNum
intersection_472,l174
intersection_472,l175
intersection_472,l176
intersection_472,l177
intersection_472,l178
intersection_472,l179
intersection_472,l181
intersection_472,l182
intersection_472,l183
intersection_472,l184
intersection_472,l208
intersection_475,l1
intersection_475,l2
intersection_475,l3
intersection_475,l4
intersection_475,l5
intersection_475,l6
intersection_475,l7
intersection_475,l8
intersection_475,l9
intersection_475,l10
intersection_475,l11
intersection_475,l12
intersection_475,l13
intersection_475,l14
intersection_475,l15
intersection_475,l16
intersection_475,l17
intersection_475,l18
intersection_475,l19
intersection_475,l20
intersection_475,l21
intersection_475,l22
intersection_475,l23
intersection_475,l24
intersection_475,l25
intersection_475,l26
intersection_475,l27
intersection_475,l28
intersection_475,l29
intersection_475,l30
intersection_475,l31
intersection_475,l32
intersection_475,l33
intersection_475,l34
intersection_475,l35
intersection_475,l36
intersection_475,l37
intersection_475,l38
intersection_475,l39
intersection_475,l40
intersection_475,l41
intersection_475,l42
intersection_475,l43
intersection_475,l44
intersection_475,l45
intersection_475,l46
intersection_475,l47
intersection_475,l48
intersection_475,l49
intersection_475,l50
intersection_475,l51
intersection_475,l52
intersection_475,l53
intersection_475,l54
intersection_475,l55
intersection_475,l56
intersection_475,l57
intersection_475,l58
intersection_475,l59
intersection_475,l60
intersection_475,l61
intersection_475,l62
intersection_475,l63
intersection_475,l64
intersection_475,l65
intersection_475,l66
intersection_475,l67
intersection_475,l68
intersection_475,l69
intersection_475,l70
intersection_475,l71
intersection_475,l72
intersection_475,l73
intersection_475,l74
